Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On,Latitude,Longitude,Crime_Code
6149599,10690458,HZ444396,09/22/2016 03:00:00 AM,017XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1215,12.0,1.0,24.0,14,2016,09/29/2016 03:47:59 PM,41.894201464,-87.670504118,6
6084629,10405062,HZ141313,02/05/2016 01:05:00 PM,041XX W WEST END AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,False,1114,11.0,28.0,26.0,26,2016,08/20/2016 03:52:23 PM,41.883325012,-87.729013107,24
2505808,8579665,HV254236,04/23/2012 09:15:00 AM,110XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,DRUG STORE,True,False,513,5.0,9.0,49.0,06,2012,02/04/2016 06:33:39 AM,41.693421344,-87.620983384,31
3502856,10317134,HY506121,11/17/2015 07:00:00 AM,051XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,234,2.0,4.0,41.0,06,2015,11/24/2015 03:57:04 PM,41.801746197,-87.593458768,31
6061170,10548785,HZ295289,06/05/2016 10:30:00 PM,023XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1034,10.0,28.0,30.0,14,2016,06/12/2016 03:52:19 PM,41.849635862,-87.690475961,6
2954599,9293444,HW438434,09/04/2013 07:00:00 PM,002XX N STETSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,114,1.0,42.0,32.0,14,2013,02/04/2016 06:33:39 AM,41.886029004,-87.622314531,6
3247998,9792842,HX441728,09/24/2014 04:55:00 PM,034XX W LAWRENCE AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,False,False,1712,17.0,39.0,14.0,03,2014,02/04/2016 06:33:39 AM,41.968397347,-87.713809949,28
3057555,9465773,HX118253,01/17/2014 05:00:00 PM,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1522,15.0,28.0,25.0,06,2014,02/04/2016 06:33:39 AM,41.880362084,-87.755847438,31
3411628,10157734,HY347239,07/16/2015 06:30:00 AM,065XX S KENNETH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,833,8.0,13.0,65.0,05,2015,08/17/2015 03:03:40 PM,41.774041992,-87.733618107,3
2932171,9258124,HW403484,08/11/2013 03:35:00 PM,067XX W 63RD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,True,False,812,8.0,23.0,64.0,05,2013,02/04/2016 06:33:39 AM,41.777552109,-87.789334272,3
6110517,10628482,HZ378243,08/03/2016 04:00:00 PM,007XX E 69TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,321,3.0,6.0,42.0,06,2016,08/11/2016 03:50:18 PM,41.769488382,-87.606553443,31
6144745,10683729,HZ436682,09/16/2016 01:30:00 PM,016XX N ORCHARD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,ANIMAL HOSPITAL,False,False,1813,18.0,43.0,7.0,26,2016,09/23/2016 03:50:53 PM,41.911073507,-87.645850633,24
3105742,9551894,HX203928,03/30/2014 01:00:00 AM,031XX W HARRISON ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,27.0,08B,2014,02/04/2016 06:33:39 AM,41.873699424,-87.704705156,2
6136787,10671476,HZ423342,09/06/2016 07:30:00 PM,003XX S LAVERGNE AVE,0810,THEFT,OVER $500,STREET,False,False,1533,15.0,28.0,25.0,06,2016,09/13/2016 03:55:40 PM,41.876506094,-87.749272749,31
3463665,10249529,HY435924,09/23/2015 11:32:00 PM,079XX S YATES BLVD,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,True,False,414,4.0,7.0,46.0,07,2015,09/30/2015 03:35:37 PM,41.751275763,-87.566227001,16
3205354,9720829,HX370559,08/02/2014 06:00:00 AM,040XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,1115,11.0,28.0,26.0,03,2014,02/04/2016 06:33:39 AM,41.880717301,-87.72628358,28
3184171,9685232,HX335866,07/08/2014 12:25:00 AM,063XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,726,7.0,15.0,67.0,14,2014,02/04/2016 06:33:39 AM,41.778494929,-87.669071906,6
3451944,10228503,HY416179,09/09/2015 03:30:00 AM,019XX W 47TH ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,924,9.0,20.0,61.0,03,2015,09/17/2015 11:37:18 AM,41.808515836,-87.674036444,28
2478483,8535311,HV212027,03/24/2012 12:34:00 AM,016XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,True,False,1912,19.0,47.0,6.0,14,2012,02/04/2016 06:33:39 AM,41.954285117,-87.66935621,6
6133176,10666262,HZ417055,09/02/2016 01:05:00 AM,033XX W SCHUBERT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1412,14.0,35.0,22.0,08A,2016,09/09/2016 03:51:29 PM,41.930164786,-87.711243739,1
6184721,10743953,HZ504553,11/06/2016 02:00:00 AM,055XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,712,7.0,16.0,68.0,08B,2016,11/13/2016 03:47:04 PM,41.793428982,-87.651212789,2
3447290,10221183,HY408196,09/03/2015 01:30:00 AM,027XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,133,1.0,3.0,35.0,26,2015,09/10/2015 11:43:14 AM,41.843922218,-87.6269207,7
2814871,9071850,HW217088,04/02/2013 10:00:00 PM,101XX S NORMAL AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,RESIDENCE,True,False,2232,22.0,9.0,73.0,18,2013,02/04/2016 06:33:39 AM,41.709527011,-87.635616198,17
2664658,8828786,HV501484,10/02/2012 05:25:00 PM,028XX W 21ST PL,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PRIVATE, GROUNDS",False,False,1023,10.0,12.0,30.0,14,2012,02/04/2016 06:33:39 AM,41.852798229,-87.69656307,6
2894576,9198323,HW343900,07/01/2013 04:01:00 PM,066XX N WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,False,False,2412,24.0,50.0,2.0,03,2013,02/04/2016 06:33:39 AM,42.001822361,-87.689987495,28
3283384,9853516,HX502305,11/10/2014 05:13:00 PM,060XX W WABANSIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,2513,25.0,29.0,25.0,04B,2014,02/04/2016 06:33:39 AM,41.911077174,-87.775585929,2
6206791,10777727,HZ544193,12/06/2016 09:00:00 AM,122XX S YALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,523,5.0,9.0,53.0,14,2016,12/13/2016 03:49:13 PM,41.671946542,-87.628489422,6
4039726,10416940,HZ154826,02/16/2016 09:00:00 PM,026XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,133,1.0,2.0,35.0,06,2016,02/23/2016 03:52:49 PM,41.845299973,-87.623382252,31
2983196,9340100,HW484100,10/07/2013 07:20:00 AM,040XX N SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1723,17.0,39.0,16.0,05,2013,02/04/2016 06:33:39 AM,41.954196493,-87.725182407,3
2867923,9155494,HW301249,06/02/2013 01:52:00 PM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,OTHER,True,False,1935,19.0,43.0,7.0,06,2013,02/04/2016 06:33:39 AM,41.930906002,-87.644017035,31
3353945,10058030,HY247197,05/04/2015 06:35:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,111,1.0,42.0,32.0,06,2015,08/17/2015 03:03:40 PM,41.883500187,-87.627876698,31
840208,9917986,HY107317,01/07/2015 07:00:00 PM,058XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,True,False,824,8.0,14.0,63.0,14,2015,08/17/2015 03:03:40 PM,41.787129567,-87.703369853,6
2701940,8886163,HV560694,11/13/2012 06:00:00 PM,013XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,True,1022,10.0,24.0,29.0,06,2012,02/04/2016 06:33:39 AM,41.863783818,-87.705595265,31
6184267,10743675,HZ504212,11/05/2016 09:20:00 PM,001XX S SPRINGFIELD AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,False,1122,11.0,28.0,26.0,26,2016,11/12/2016 03:48:52 PM,41.879570265,-87.72318787,24
6069974,10562984,HZ309932,06/16/2016 11:25:00 AM,0000X E 118TH ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,False,532,5.0,9.0,53.0,26,2016,06/23/2016 03:48:09 PM,41.679859658,-87.622000551,7
3384765,10111299,HY300277,06/13/2015 01:41:00 AM,060XX W NELSON ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,2511,25.0,29.0,19.0,08B,2015,08/17/2015 03:03:40 PM,41.935692406,-87.777176073,2
3254318,9803390,HX452318,09/21/2014 08:30:00 PM,016XX N HUDSON AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1813,18.0,43.0,7.0,06,2014,02/04/2016 06:33:39 AM,41.912085638,-87.639836584,31
2910694,9223492,HW369585,07/02/2013 09:00:00 AM,054XX N NOTTINGHAM AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,False,False,1613,16.0,41.0,10.0,26,2013,02/04/2016 06:33:39 AM,41.979450015,-87.803518389,24
2570462,8681056,HV356246,06/27/2012 08:45:00 AM,028XX W WILCOX ST,0460,BATTERY,SIMPLE,STREET,False,False,1124,11.0,2.0,27.0,08B,2012,02/04/2016 06:33:39 AM,41.879245409,-87.697203898,2
2755699,8974150,HW121492,01/17/2013 02:30:00 PM,117XX S LONGWOOD DR,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2212,22.0,19.0,75.0,05,2013,02/04/2016 06:33:39 AM,41.679606758,-87.674888992,3
2760182,8981152,HW128444,01/22/2013 06:00:00 PM,037XX S HOMAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,911,9.0,12.0,58.0,06,2013,02/04/2016 06:33:39 AM,41.824926403,-87.709372418,31
2805522,9057875,HW189514,03/12/2013 03:30:00 PM,015XX W 82ND ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,True,False,614,6.0,21.0,71.0,18,2013,02/04/2016 06:33:39 AM,41.744905752,-87.662642813,17
2686561,8862838,HV536288,10/26/2012 09:39:00 PM,035XX W FULLERTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1413,14.0,26.0,22.0,07,2012,02/04/2016 06:33:39 AM,41.924630138,-87.714883963,16
2825130,9088189,HW233205,04/14/2013 09:30:00 PM,003XX S KILBOURN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,True,True,1131,11.0,24.0,26.0,06,2013,02/04/2016 06:33:39 AM,41.875719727,-87.737757657,31
3015684,9393179,HW536922,11/17/2013 10:49:00 AM,020XX S CLARK ST,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,False,False,131,1.0,3.0,33.0,08A,2013,02/04/2016 06:33:39 AM,41.854770868,-87.630148953,1
3300276,9881413,HX532343,12/05/2014 06:00:00 PM,007XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1925,19.0,46.0,6.0,14,2014,02/04/2016 06:33:39 AM,41.94731379,-87.648163213,6
2668287,8834691,HV507465,10/06/2012 09:15:00 PM,051XX W PENSACOLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1624,16.0,45.0,15.0,08B,2012,02/04/2016 06:33:39 AM,41.959710247,-87.755591141,2
2520099,8603179,HV276775,05/08/2012 09:15:00 AM,110XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,513,5.0,9.0,49.0,06,2012,02/04/2016 06:33:39 AM,41.693421344,-87.620983384,31
3113322,9565519,HX215317,04/06/2014 10:00:00 AM,068XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,332,3.0,5.0,43.0,08B,2014,02/04/2016 06:33:39 AM,41.770891048,-87.576430002,2
2951681,9289059,HW434018,09/01/2013 08:00:00 PM,014XX S RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1011,10.0,24.0,29.0,14,2013,02/04/2016 06:33:39 AM,41.861644123,-87.718942061,6
2754875,8972598,HW120122,01/16/2013 08:40:00 PM,016XX W 58TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,False,False,715,7.0,15.0,67.0,15,2013,02/04/2016 06:33:39 AM,41.788559734,-87.66507014,32
3195005,9703356,HX353905,07/18/2014 07:00:00 PM,012XX W LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1224,12.0,27.0,28.0,14,2014,02/04/2016 06:33:39 AM,41.885496686,-87.657314707,6
3344779,10042045,HY231412,04/21/2015 11:30:00 PM,034XX W HARRISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1133,11.0,24.0,27.0,08A,2015,08/17/2015 03:03:40 PM,41.873617292,-87.711799729,1
2516962,8598330,HV272115,05/05/2012 02:23:00 AM,048XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1533,15.0,28.0,25.0,18,2012,02/04/2016 06:33:39 AM,41.87677053,-87.746237347,17
2649619,8804460,HV478275,09/15/2012 08:00:00 PM,069XX S CORNELL AVE,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,RESIDENCE,True,False,332,3.0,5.0,43.0,20,2012,02/04/2016 06:33:39 AM,41.769132178,-87.584420011,22
2910374,9222524,HW369037,07/19/2013 02:45:00 AM,039XX W 103RD ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2211,22.0,19.0,74.0,06,2013,02/04/2016 06:33:39 AM,41.705887536,-87.720214826,31
3124889,9585966,HX235665,04/24/2014 01:31:00 PM,053XX S PULASKI RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOTEL/MOTEL,False,False,815,8.0,23.0,62.0,26,2014,02/04/2016 06:33:39 AM,41.79639731,-87.723251281,24
2946199,9280309,HW423881,08/26/2013 12:30:00 AM,084XX S HALSTED ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,False,True,613,6.0,21.0,71.0,04B,2013,02/04/2016 06:33:39 AM,41.740789989,-87.643753028,2
882142,9996234,HY186592,03/10/2015 04:35:00 PM,072XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,324,3.0,5.0,69.0,08B,2015,08/17/2015 03:03:40 PM,41.762869296,-87.601390298,2
3428520,10187979,HY376123,08/10/2015 04:35:00 AM,009XX W BELMONT AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,True,False,1924,19.0,44.0,6.0,14,2015,08/17/2015 03:03:40 PM,41.939920598,-87.653193291,6
3071814,9490066,HX144013,02/07/2014 05:00:00 PM,075XX S SANGAMON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,621,6.0,17.0,71.0,07,2014,02/04/2016 06:33:39 AM,41.756970188,-87.647842311,16
4050425,10430771,HZ168811,02/29/2016 05:30:00 AM,056XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,225,2.0,20.0,40.0,08B,2016,03/07/2016 03:59:45 PM,41.792043078,-87.624017919,2
2607453,8737437,HV412864,08/02/2012 09:55:00 PM,040XX S PULASKI RD,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,815,8.0,14.0,57.0,06,2012,02/04/2016 06:33:39 AM,41.818761509,-87.723963543,31
3421515,10176505,HY364236,07/29/2015 07:00:00 PM,052XX N VIRGINIA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2011,20.0,40.0,4.0,05,2015,08/17/2015 03:03:40 PM,41.976324187,-87.703009197,3
2721265,8918149,HV590708,12/05/2012 12:01:00 AM,019XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1912,19.0,47.0,5.0,06,2012,02/04/2016 06:33:39 AM,41.959642458,-87.678065741,31
4031984,10405765,HZ142422,02/05/2016 10:00:00 AM,005XX W ROSCOE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1925,19.0,44.0,6.0,11,2016,02/12/2016 03:59:22 PM,41.943340692,-87.643210456,8
3152630,9632304,HX283015,05/30/2014 06:48:00 PM,018XX S CENTRAL PARK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,True,1014,10.0,24.0,29.0,15,2014,02/04/2016 06:33:39 AM,41.855492886,-87.71511001,32
2946812,9281508,HW426152,08/27/2013 03:00:00 PM,014XX W 47TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,924,9.0,3.0,61.0,06,2013,02/04/2016 06:33:39 AM,41.808659638,-87.660969527,31
6101473,10609452,HZ362097,07/24/2016 10:10:00 AM,037XX W ROOSEVELT RD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,False,1011,10.0,24.0,29.0,04A,2016,07/31/2016 03:48:39 PM,41.866244894,-87.719716713,1
2825354,9088603,HW233589,04/14/2013 03:30:00 PM,065XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,312,3.0,20.0,69.0,14,2013,02/04/2016 06:33:39 AM,41.77607617,-87.615519783,6
3142203,9615547,HX265111,05/17/2014 10:33:00 AM,085XX S LOOMIS BLVD,0810,THEFT,OVER $500,STREET,True,False,614,6.0,21.0,71.0,06,2014,02/04/2016 06:33:39 AM,41.73901292,-87.658288965,31
3363486,10074510,HY263448,05/17/2015 01:42:00 AM,030XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1222,12.0,2.0,27.0,08B,2015,08/17/2015 03:03:40 PM,41.881933769,-87.701995157,2
3447484,10481298,HZ221292,04/11/2016 04:26:00 AM,030XX N KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2521,25.0,31.0,20.0,14,2016,04/18/2016 03:53:12 PM,41.936125329,-87.740834522,6
2413360,8430851,HV108261,01/07/2012 10:19:55 AM,026XX N FAIRFIELD AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,False,False,1411,14.0,35.0,22.0,26,2012,02/04/2016 06:33:39 AM,41.929462945,-87.696352419,22
2996992,9363332,HW506373,10/24/2013 07:30:00 PM,061XX S OAK PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,812,8.0,23.0,64.0,14,2013,02/04/2016 06:33:39 AM,41.780645106,-87.791112009,6
4952810,10499638,HZ240847,04/26/2016 12:00:00 PM,002XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,113,1.0,42.0,32.0,06,2016,05/03/2016 03:51:27 PM,41.879235852,-87.624347038,31
3538302,10376747,HZ113230,01/09/2016 12:00:00 PM,0000X E RANDOLPH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,111,1.0,42.0,32.0,06,2016,01/16/2016 04:00:27 PM,41.884498005,-87.625915709,31
2484492,8545740,HV221201,03/30/2012 03:35:00 PM,0000X N KILBOURN AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,False,False,1113,11.0,28.0,26.0,03,2012,02/04/2016 06:33:39 AM,41.881159807,-87.737945833,28
2920102,9238058,HW384314,07/11/2013 12:00:00 PM,046XX W BELMONT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,2521,25.0,31.0,19.0,06,2013,02/04/2016 06:33:39 AM,41.938866781,-87.744028854,31
3201116,9713616,HX363880,07/28/2014 01:15:00 PM,069XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,831,8.0,18.0,66.0,18,2014,02/04/2016 06:33:39 AM,41.767387946,-87.693097572,17
2590956,8710937,HV387535,07/17/2012 04:57:00 PM,013XX S CANAL ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,124,1.0,2.0,28.0,06,2012,02/04/2016 06:33:39 AM,41.864493678,-87.639158,31
2655120,8813527,HV486749,09/21/2012 11:00:00 PM,035XX W LE MOYNE ST,0810,THEFT,OVER $500,STREET,False,False,1422,14.0,26.0,23.0,06,2012,02/04/2016 06:33:39 AM,41.908192871,-87.715009579,31
2426848,8453090,HV130931,01/25/2012 12:38:00 AM,060XX S ELIZABETH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,713,7.0,16.0,67.0,26,2012,02/04/2016 06:33:39 AM,41.784592327,-87.655842088,17
4023870,10399096,HZ135781,01/31/2016 06:00:00 PM,009XX W WINONA ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,True,2024,20.0,48.0,3.0,04B,2016,02/07/2016 03:46:38 PM,41.97531009,-87.653225085,2
3446234,10219558,HY406479,09/01/2015 06:47:00 PM,033XX W POTOMAC AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1422,14.0,26.0,23.0,08B,2015,09/10/2015 11:43:14 AM,41.904630674,-87.709901051,2
3505062,10320863,HY509937,11/21/2015 12:20:00 PM,090XX S CREGIER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,413,4.0,8.0,48.0,14,2015,11/28/2015 03:52:39 PM,41.730894462,-87.580431409,6
3388077,10117670,HY306264,06/14/2015 05:02:00 PM,061XX N RAVENSWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2413,24.0,40.0,2.0,26,2015,08/17/2015 03:03:40 PM,41.99373453,-87.67533977,24
3030901,9418263,HW561601,12/06/2013 10:26:00 PM,003XX S CICERO AVE,0820,THEFT,$500 AND UNDER,GAS STATION,True,False,1533,15.0,24.0,25.0,06,2013,02/04/2016 06:33:39 AM,41.876581037,-87.745137513,31
883532,9998984,HY188971,03/17/2015 09:00:00 PM,066XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,312,3.0,20.0,42.0,14,2015,08/17/2015 03:03:40 PM,41.774146678,-87.615478975,6
2723806,8922513,HV594777,12/08/2012 06:17:00 PM,074XX S CONSTANCE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,324,3.0,8.0,43.0,03,2012,02/04/2016 06:33:39 AM,41.760192823,-87.580459214,28
4055741,10439132,HZ177906,03/06/2016 06:45:00 PM,013XX W EDDY ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1924,19.0,44.0,6.0,06,2016,03/13/2016 03:49:08 PM,41.946167292,-87.66266948,31
3391853,10124153,HY312701,06/23/2015 11:00:00 AM,018XX W 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,924,9.0,20.0,61.0,08B,2015,08/17/2015 03:03:40 PM,41.808548727,-87.670690889,2
2943689,9276871,HW421120,08/23/2013 03:00:00 PM,068XX S CRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,331,3.0,5.0,43.0,14,2013,02/04/2016 06:33:39 AM,41.770683158,-87.569896263,6
2750416,8965435,HW113325,01/10/2013 09:45:00 AM,041XX W CRESTLINE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,834,8.0,13.0,70.0,06,2013,02/04/2016 06:33:39 AM,41.744275098,-87.725895925,31
6106833,10618331,HZ371438,07/30/2016 06:10:00 PM,028XX W 21ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1023,10.0,12.0,30.0,14,2016,08/06/2016 03:51:32 PM,41.852790141,-87.697084366,6
6095442,10600841,HZ352314,07/16/2016 05:30:00 PM,008XX S BISHOP ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1231,12.0,25.0,28.0,06,2016,07/23/2016 03:50:11 PM,41.871402207,-87.662926568,31
3174883,9670436,HX320056,06/26/2014 07:11:00 PM,111XX S INDIANA AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,531,5.0,9.0,49.0,08B,2014,02/04/2016 06:33:39 AM,41.692196959,-87.618265505,2
3427870,10187165,HY375100,08/08/2015 10:20:00 PM,007XX W 17TH PL,0820,THEFT,$500 AND UNDER,STREET,False,False,1235,12.0,25.0,31.0,06,2015,08/17/2015 03:03:40 PM,41.858362171,-87.645402347,31
3275150,9838806,HX487921,10/30/2014 11:16:00 AM,033XX W CHICAGO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1121,11.0,27.0,23.0,18,2014,02/04/2016 06:33:39 AM,41.895513492,-87.710761053,17
3180951,9680608,HX330592,07/04/2014 02:10:00 AM,014XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2531,25.0,29.0,25.0,08B,2014,02/04/2016 06:33:39 AM,41.906440522,-87.771871861,2
6221447,10798889,HZ569320,12/29/2016 06:50:00 PM,083XX S THROOP ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,False,True,613,6.0,21.0,71.0,20,2016,01/05/2017 03:54:54 PM,41.74261069,-87.655953801,22
6176437,10732506,HZ490718,10/26/2016 10:30:00 PM,025XX N KEDZIE BLVD,0810,THEFT,OVER $500,STREET,False,False,1414,14.0,35.0,22.0,06,2016,11/02/2016 03:49:50 PM,41.926759606,-87.707278674,31
3186387,9689907,HX339606,07/10/2014 05:00:00 PM,087XX S COMMERCIAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,423,4.0,10.0,46.0,08B,2014,02/04/2016 06:33:39 AM,41.736922044,-87.551419766,2
2878830,9174549,HW318634,06/14/2013 03:40:00 PM,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1533,15.0,28.0,25.0,18,2013,02/04/2016 06:33:39 AM,41.880399914,-87.753008553,17
3326310,10010728,HY200102,03/27/2015 07:25:00 AM,050XX S LAFLIN ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,933,9.0,16.0,61.0,08A,2015,08/17/2015 03:03:40 PM,41.802641458,-87.662382149,1
2547226,8644740,HV320071,06/05/2012 04:30:00 PM,020XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2525,25.0,26.0,22.0,08A,2012,02/04/2016 06:33:39 AM,41.917778553,-87.72168503,1
